pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,umur,jumlah_promosi,winsorized_pendapatan,log_pendapatan,ranked_pendapatan,cbrt_pendapatan,rasio_pembelian_diskon,proporsi_kue,pendapatan_kelompok_umur,log_shopping_frequency,proporsi_buah,rasio_belanja_ikan,rasio_belanja_kue,total_pembelian_toko_web_pendapatan,pendapatan_adjusted_umur_pendidikan,rasio_pembelian_toko,income_stability_score,log_pendapatan_vs_mean,log_age
2.0,0.0,34471060.0,0.0,0.0,59.0,14835.0,20379.0,18507.0,6893.0,3.0,1.0,5.0,62.0,2,34471060.0,17.355630718408086,111.0,325.45045230454673,0.3,0.11371772663532129,555984.8387096775,11.012297666180684,0.2447414006434051,0.000536885143653836,0.00019996484007164271,1.7405904622430972e-07,185328.27956989247,0.5,5773.986625712139,-1.1999028313907694,4.127134385045092
1.0,2.0,142698390.0,0.0,1.0,57.0,330825.0,218283.0,79147.0,324377.0,1.0,8.0,12.0,47.0,1,142698390.0,18.776243806980553,2705.0,522.564245055431,0.045454545454545456,0.3405057351571906,3036135.9574468085,13.766985008781209,0.34727434384490147,0.0005546453607500407,0.002273165100180878,1.4015574989910013e-07,1518067.9787234042,0.5454545454545454,1210.3358382487688,0.2207102571816968,3.8501476017100584
2.0,0.0,152418000.0,0.0,1.0,5.0,149702.0,337841.0,93058.0,72828.0,3.0,10.0,2.0,58.0,4,152418000.0,18.84213731103948,2981.0,534.1690889574625,0.1875,0.11145493778981681,2627896.5517241377,13.389990690777383,0.22910181656795678,0.0006105446863231377,0.00047781758060071644,7.873085804346693e-08,875965.5172413794,0.125,1261.8626597626383,0.2866037612406238,4.060443010546419
0.0,2.0,14967000.0,0.0,0.0,65.0,34391.0,30345.0,32368.0,0.0,0.0,5.0,2.0,36.0,0,25892634.0,16.52135840232494,12.0,246.44021909118624,0.0,0.0,719239.8333333334,11.483548146259551,0.35416301941197675,0.002162624440435625,0.0,4.6769556573157176e-07,415750.0,0.25,919.9663515212502,-2.034175147473917,3.58351893845611
2.0,2.0,87587900.0,1.0,0.0,61.0,8121.0,420520.0,44254.0,23153.0,4.0,8.0,6.0,32.0,2,87587900.0,18.28815342992931,1156.0,444.10061161761143,0.21052631578947367,0.046674824462905884,2737121.875,13.114429991150203,0.01637136653838633,0.0005052524378367331,0.00026434016570782036,1.5983942805068475e-07,912373.9583333334,0.3157894736842105,441.8547720230124,-0.26738011986954646,3.4657359027997265
3.0,1.0,107962505.0,0.0,1.0,45.0,9783.0,121506.0,14412.0,21201.0,3.0,2.0,5.0,54.0,3,107962505.0,18.49729455814553,1674.0,476.16519846851844,0.2727272727272727,0.1270258773059801,1999305.648148148,12.025168084323612,0.058614884094354204,0.00013349078923279893,0.00019637373178771648,6.483732417252338e-08,499826.412037037,0.45454545454545453,2021.9855374995348,-0.05823899165332591,3.9889840465642745
3.0,2.0,78371000.0,1.0,0.0,25.0,4046.0,22253.0,10115.0,6069.0,2.0,3.0,0.0,38.0,1,78371000.0,18.17696453169215,853.0,427.94221422661695,0.3333333333333333,0.1428537802466811,2062394.7368421052,10.656882813441431,0.0952358534977874,0.0001290655982442485,7.743935894654911e-05,3.827946513022081e-08,515598.6842105263,0.0,9609.030480420719,-0.37856901810670607,3.6375861597263857
2.0,1.0,119766595.0,0.0,1.0,16.0,20230.0,181594.0,10650.0,51288.0,0.0,7.0,8.0,42.0,3,119766595.0,18.601055373379282,2027.0,492.92241495571756,0.0,0.1944472879061885,2851585.595238095,12.482806251657271,0.07669764144326535,8.89229588601062e-05,0.0004282329308936269,1.252436029825879e-07,950528.5317460317,0.5,1515.450543988255,0.045521823580426,3.7376696182833684
2.0,2.0,51837000.0,1.0,0.0,0.0,6069.0,10115.0,10115.0,10115.0,0.0,0.0,2.0,46.0,0,51837000.0,17.763614757254608,348.0,372.8607079078733,0.0,0.27777014966360014,1126891.3043478262,10.502736056652015,0.1666620897981601,0.00019513089106236857,0.00019513089106236857,3.858247895166621e-08,375630.4347826087,0.6666666666666666,25611.16600790514,-0.7919187925442479,3.828641396489095
1.0,0.0,100650216.0,0.0,0.0,50.0,10115.0,3225667.0,16104.0,14022.0,0.0,0.0,2.0,35.0,3,100650216.0,18.427161866033842,1467.0,465.16272256214495,0.0,0.0042934447959205235,2875720.4571428574,14.999048689295222,0.0030971469198927465,0.0001599996566326296,0.00013931415706052732,1.9870796701809397e-08,1437860.2285714287,0.6666666666666666,62.666310939574984,-0.12837168376501396,3.5553480614894135
2.0,1.0,105980937.0,0.0,1.0,69.0,2023.0,18743.0,0.0,6701.0,0.0,0.0,1.0,56.0,3,105980937.0,18.478769805716276,1626.0,473.23397697469863,0.0,0.24395660404834718,1892516.732142857,10.220776969740568,0.0736493374108053,0.0,6.322835209505649e-05,9.435659080503703e-09,630838.9107142857,0.5,12615.069128294615,-0.07676374408258013,4.02535169073515
2.0,2.0,138197975.0,0.0,1.0,84.0,40357.0,214915.0,40670.0,43342.0,4.0,6.0,8.0,50.0,4,138197975.0,18.744197823749207,2531.0,517.0119243957661,0.21052631578947367,0.12774511104233904,2763959.5,12.73459574113019,0.11894719778357428,0.00029428795899505764,0.00031362254041710814,1.0130394384357698e-07,921319.8333333334,0.42105263157894735,1593.231466160461,0.18866427395035146,3.912023005428146
2.0,2.0,120775062.0,0.0,1.0,56.0,11553.0,27215.0,26688.0,58144.0,1.0,1.0,0.0,55.0,2,120775062.0,18.60944039003574,2054.0,494.30206301761,0.3333333333333333,0.4704169060120873,2195910.2181818183,11.724813914587886,0.09347011755568321,0.00022097277002432837,0.00048142388865012547,8.27985492336278e-09,731970.0727272728,0.0,6174.059829215137,0.05390684023688408,4.007333185232471
1.0,1.0,49113365.0,1.0,0.0,54.0,8742.0,26206.0,4231.0,836.0,3.0,2.0,2.0,33.0,6,49113365.0,17.709641775678886,291.0,366.21255582126923,0.375,0.020891643342662934,1488283.7878787878,10.597034653117401,0.2184626149540184,8.614763007991816e-05,1.7021843239615122e-05,8.144422436857616e-08,744141.8939393939,0.25,4354.993518783466,-0.8458917741199699,3.4965075614664802
2.0,2.0,156350122.0,0.0,0.0,32.0,328922.0,327271.0,316441.0,119442.0,0.0,8.0,4.0,63.0,1,156350122.0,18.867608428564328,3081.0,538.7236913095404,0.0,0.10937140879260346,2481747.9682539683,13.903591945621589,0.301189384997578,0.0020239255073942314,0.0007639392823754881,7.67508190575584e-08,827249.3227513228,0.3076923076923077,1524.8433077660125,0.3120748787654719,4.143134726391533
2.0,2.0,43178000.0,1.0,0.0,26.0,0.0,42483.0,16184.0,0.0,2.0,1.0,3.0,44.0,1,43178000.0,17.580841687398483,209.0,350.82255514732725,0.2857142857142857,0.0,981318.1818181818,10.979649712366646,0.0,0.00037482051044513407,0.0,9.263976810783806e-08,327106.0606060606,0.42857142857142855,2153.171893233326,-0.9746918624003733,3.784189633918261
2.0,1.0,164315916.0,0.0,0.0,59.0,239427.0,1512830.0,63227.0,90479.0,0.0,1.0,8.0,63.0,4,164315916.0,18.91730145597797,3263.0,547.7216116684774,0.0,0.04747151572642505,2608189.1428571427,14.46049847529493,0.12561989628345552,0.0003847892616805301,0.0005506405112941098,5.477253916916643e-08,869396.380952381,0.8,236.35080849547123,0.36176790617911436,4.143134726391533
2.0,1.0,147865210.0,0.0,0.0,57.0,61055.0,287661.0,15880.0,28185.0,1.0,3.0,4.0,43.0,4,147865210.0,18.811811680269457,2808.0,528.7966170822895,0.1111111111111111,0.07175736158988956,3438725.8139534886,12.881010029565207,0.1554424591758278,0.00010739510666504988,0.00019061278849838984,4.7340411937734295e-08,1146241.9379844961,0.4444444444444444,1157.52283075262,0.25627813047060144,3.7612001156935624
2.0,1.0,82594000.0,0.0,1.0,17.0,12138.0,42483.0,30345.0,8092.0,2.0,5.0,6.0,58.0,0,82594000.0,18.229447608735086,1006.0,435.4946590244589,0.14285714285714285,0.08695558731557398,1424034.4827586208,11.440988979585477,0.130433380973361,0.00036739956897595465,9.797321839358791e-05,1.3318158542773585e-07,474678.1609195402,0.42857142857142855,5143.459159481538,-0.32608594106377,4.060443010546419
3.0,1.0,71993939.0,1.0,1.0,51.0,8384.0,23837.0,7230.0,6215.0,4.0,0.0,4.0,57.0,1,71993939.0,18.09209250677145,682.0,416.0050907753496,0.4444444444444444,0.1360938971248385,1263051.5614035088,10.729131215385586,0.18358990080364376,0.00010042512050910286,8.63267114749757e-05,5.556023187507171e-08,315762.8903508772,0.4444444444444444,8644.17227856615,-0.4634410430274052,4.04305126783455
3.0,3.0,135614309.0,0.0,1.0,84.0,86568.0,442036.0,9714.0,32368.0,2.0,12.0,3.0,71.0,3,135614309.0,18.725325458876018,2445.0,513.7697205131105,0.1111111111111111,0.05671760527224205,1910060.690140845,13.254596177222073,0.15169085680942443,7.162960952741352e-05,0.0002386768788535434,1.1060779647811503e-07,477515.17253521126,0.16666666666666666,670.8088862971497,0.16979190907716202,4.2626798770413155
2.0,0.0,80543000.0,1.0,0.0,29.0,6587.0,139140.0,0.0,0.0,0.0,0.0,2.0,29.0,4,80543000.0,18.20430177368174,940.0,431.85962231354046,0.0,0.0,2777344.827586207,11.889497149423411,0.04520064778216952,0.0,0.0,2.4831456180779756e-08,925781.6091954022,0.6666666666666666,1175.0633594037593,-0.35123177611711753,3.367295829986474
2.0,1.0,123183000.0,0.0,1.0,73.0,103173.0,285243.0,74851.0,99127.0,3.0,1.0,13.0,53.0,2,123183000.0,18.629181620647625,2103.0,497.5654989812985,0.16666666666666666,0.17625867939793205,2324207.547169811,13.239959728969655,0.18345291121009255,0.0006076406647021099,0.000804713312713605,1.1365204522010306e-07,774735.8490566037,0.7222222222222222,1266.814732986643,0.07364807084876901,3.970291913552122
2.0,2.0,250037882.0,0.0,0.0,60.0,167993.0,2309651.0,118592.0,165088.0,6.0,3.0,5.0,54.0,1,192949784.0,19.337122996346707,3808.0,629.9923422265626,0.4,0.05978579124152354,3573144.1481481483,14.831221194959182,0.06083782242220673,0.00047429613085588366,0.000660251953342014,3.199515171067098e-08,1543443.7160493827,0.3333333333333333,231.5626726801425,0.7815894465478515,3.9889840465642745
1.0,3.0,82487648.0,1.0,1.0,87.0,8966.0,51693.0,13012.0,9759.0,1.0,0.0,3.0,38.0,0,82487648.0,18.228159131006475,1005.0,435.30765745993267,0.2,0.11697091009337057,2170727.5789473685,11.331775221920417,0.10746604978964654,0.00015774482986834586,0.0001183086224012594,3.6369081145711884e-08,1085363.7894736843,0.6,3997.966055879983,-0.32737441879238105,3.6375861597263857
2.0,0.0,99401995.0,0.0,1.0,21.0,8336.0,50678.0,11533.0,0.0,0.0,4.0,2.0,42.0,3,99401995.0,18.41468275190809,1424.0,463.2318017899041,0.0,0.0,2366714.1666666665,11.164048608190255,0.11816068492373986,0.00011602382829439188,0.0,6.036096096098513e-08,788904.7222222222,0.2857142857142857,4406.386041133235,-0.14085079789076715,3.7376696182833684
1.0,2.0,126562374.0,0.0,0.0,62.0,31146.0,298531.0,84134.0,102742.0,3.0,5.0,6.0,48.0,1,126562374.0,18.656245827610324,2206.0,502.0745459471487,0.2,0.19889885665390258,2636716.125,13.154935111931668,0.06029572900413122,0.0006647631309444306,0.0008117894501568056,8.691366608757144e-08,1318358.0625,0.4,1082.359374791969,0.10071227781146774,3.871201010907891
1.0,1.0,123505578.0,0.0,1.0,41.0,17207.0,345883.0,126329.0,70725.0,3.0,8.0,7.0,62.0,0,123505578.0,18.631796887101057,2109.0,497.9994435567402,0.15789473684210525,0.1262619500307956,1992025.4516129033,13.235950957766544,0.030718831731069634,0.0010228606840737185,0.0005726462006436665,1.2145200339492356e-07,996012.7258064516,0.3684210526315789,855.9956260351904,0.07626333730220125,4.127134385045092
1.0,2.0,25228510.0,0.0,0.0,35.0,6882.0,23608.0,22940.0,23608.0,2.0,1.0,1.0,31.0,0,25892634.0,17.043485301832465,35.0,293.2899628830548,0.4,0.30644219161723285,835246.2580645161,11.252067066117773,0.0893313776139358,0.0009092887372262571,0.0009357667178917819,7.927538807185251e-08,406911.4516129032,0.2,3054.789788388308,-1.5120482479663906,3.4339872044851463
3.0,2.0,90795396.0,1.0,1.0,3.0,992.0,23359.0,24810.0,15878.0,4.0,1.0,1.0,32.0,0,90795396.0,18.324119148453946,1197.0,449.45678650382496,0.5714285714285714,0.24412669126691267,2837356.125,11.082757744221691,0.015252152521525215,0.0002732517406499334,0.00017487670850623306,2.2027548378911764e-08,709339.03125,0.14285714285714285,8325.282099730066,-0.2314144013449102,3.4657359027997265
1.0,0.0,83611000.0,1.0,1.0,29.0,10115.0,26299.0,36414.0,16184.0,4.0,4.0,1.0,39.0,0,83611000.0,18.241685660306697,1037.0,437.27482289887524,0.4,0.1818161392156202,2143871.794871795,11.396537705463201,0.11363508700976262,0.0004355168578297114,0.00019356304792431618,5.980074320602859e-08,1071935.8974358975,0.1,7230.653748734311,-0.313847889492159,3.6635616461296463
2.0,2.0,78253666.0,1.0,1.0,61.0,1584.0,13539.0,4484.0,3960.0,1.0,2.0,2.0,53.0,3,78253666.0,18.175466248906325,847.0,427.7285414344067,0.16666666666666666,0.1680244399185336,1476484.2641509434,10.067645138702412,0.06720977596741344,5.730082984227218e-05,5.060465793385322e-05,5.1115815441594575e-08,492161.4213836478,0.3333333333333333,14896.943261753226,-0.3800673008925308,3.970291913552122
2.0,0.0,78159398.0,1.0,0.0,36.0,21026.0,249900.0,3576.0,30018.0,6.0,2.0,5.0,51.0,6,78159398.0,18.17426087631407,840.0,427.5567185327002,0.42857142857142855,0.09857448254800162,1532537.2156862745,12.626495329271318,0.0690461413170192,4.575265536205896e-05,0.0003840612999603707,8.956056583802544e-08,510845.7385620915,0.35714285714285715,671.6651821770661,-0.3812726734847871,3.9318256327243257
3.0,1.0,105339251.0,0.0,1.0,58.0,4046.0,154472.0,15851.0,442.0,7.0,9.0,4.0,61.0,4,105339251.0,18.472696671177903,1600.0,472.27694145662144,0.3333333333333333,0.002528430542525685,1726872.9672131147,12.07146638973286,0.023144864196965882,0.00015047572343190478,4.195966800637305e-06,1.2341078708248279e-07,431718.2418032787,0.19047619047619047,1420.8186769946358,-0.08283687862095235,4.110873864173311
2.0,2.0,83776073.0,1.0,0.0,64.0,27027.0,187363.0,7444.0,35038.0,5.0,7.0,5.0,36.0,5,83776073.0,18.243658011559187,1040.0,437.56240394196686,0.2777777777777778,0.13640203524698977,2327113.138888889,12.456337078314249,0.10521541773561253,8.885591951773629e-05,0.0004182339747531494,1.4323898730322454e-07,775704.3796296297,0.2777777777777778,1010.4235463835745,-0.3118755382396685,3.58351893845611
3.0,0.0,82406882.0,0.0,1.0,55.0,11245.0,2946.0,9996.0,446.0,3.0,3.0,3.0,51.0,0,82406882.0,18.22717952294453,1000.0,435.1655370329665,0.3,0.0181050580498498,1615821.2156862745,10.11188288150143,0.45648290979946415,0.00012130054866048687,5.412169337992912e-06,7.280945209394706e-08,403955.3039215686,0.3,15612.202517121088,-0.32835402685432413,3.9318256327243257
2.0,0.0,52426890.0,1.0,0.0,12.0,25470.0,75313.0,19781.0,5352.0,0.0,3.0,4.0,39.0,6,52426890.0,17.774930204678746,354.0,374.2697254540553,0.0,0.042504189267533375,1344279.2307692308,11.743378238716847,0.20227610251197217,0.0003773063784634183,0.00010208501782196121,1.335192659049723e-07,448093.07692307694,0.5,1723.1108427155211,-0.7806033451201095,3.6635616461296463
2.0,1.0,332884000.0,0.0,0.0,19.0,20159.0,3489675.0,0.0,6069.0,0.0,0.0,3.0,38.0,2,192949784.0,19.623304641913037,3817.0,693.0495839231457,0.0,0.0017261563455657492,5077625.894736842,15.072807233660184,0.005733660532255716,0.0,1.8231576164669976e-05,9.012148348937923e-09,2920035.0877192984,0.75,191.25904156898224,1.0677710921141816,3.6375861597263857
3.0,1.0,83987000.0,2.0,1.0,41.0,2023.0,14161.0,0.0,0.0,6.0,6.0,5.0,47.0,0,83987000.0,18.246172594832572,1046.0,437.92932006572164,0.3333333333333333,0.0,1786957.4468085107,9.691840166360345,0.12499227679950571,0.0,0.0,1.3097264896980903e-07,446739.3617021277,0.2777777777777778,12330.298498846141,-0.3093609549662837,3.8501476017100584
3.0,1.0,166147411.0,0.0,0.0,78.0,71757.0,632369.0,136287.0,42107.0,2.0,6.0,7.0,47.0,5,166147411.0,18.928385976357077,3383.0,549.7490987834169,0.125,0.047712179086956574,3535051.2978723403,13.690537863540461,0.08130911332421552,0.0008202776027608398,0.0002534315746876128,7.824377065831155e-08,883762.8244680851,0.4375,599.1714040756456,0.3728524265582216,3.8501476017100584
3.0,0.0,122375006.0,0.0,1.0,30.0,15005.0,159437.0,25870.0,10628.0,4.0,9.0,7.0,45.0,2,122375006.0,18.622600716016173,2080.0,496.47521821634757,0.19047619047619047,0.05038375659544612,2719444.577777778,12.259333752503924,0.07113363452339753,0.00021139937676489267,8.684779962339696e-05,1.3074565135673497e-07,679861.1444444444,0.3333333333333333,1713.3674309148782,0.06706716621731701,3.8066624897703196
0.0,0.0,51622455.0,1.0,0.0,28.0,12079.0,25316.0,39202.0,19935.0,1.0,1.0,4.0,40.0,3,51622455.0,17.759467329580886,343.0,372.3455931073805,0.14285714285714285,0.20650969098650201,1290561.375,11.477640197780953,0.12512819450343407,0.0007593982114953657,0.00038616915836335174,9.685707320860519e-08,1290561.375,0.5714285714285714,4519.109499014048,-0.7960662202179698,3.6888794541139363
3.0,1.0,190785436.0,0.0,0.0,59.0,77286.0,1082787.0,112601.0,19302.0,0.0,9.0,6.0,59.0,5,190785436.0,19.066659988069677,3754.0,575.6807926239574,0.0,0.014939894440845309,3233651.4576271186,14.071684161308644,0.05981995035515338,0.0005901970420844912,0.0001011712445388127,7.862235313065325e-08,808412.8644067796,0.375,375.570876641805,0.5111264382708214,4.07753744390572
3.0,2.0,168596050.0,0.0,0.0,65.0,180047.0,1488928.0,145656.0,105196.0,1.0,1.0,7.0,40.0,0,168596050.0,18.94301618095642,3463.0,552.4366272528522,0.1,0.05479449200657559,4214901.25,14.467746156657805,0.09378288054971591,0.0008639348312134241,0.0006239529336541396,4.7450696220636864e-08,1053725.3125,0.7,250.38629274654792,0.3874826311575639,3.6888794541139363
3.0,0.0,64574106.0,1.0,1.0,11.0,4116.0,318.0,3939.0,6175.0,2.0,2.0,3.0,52.0,0,64574106.0,17.983324067969413,551.0,401.1924955198732,0.25,0.42442779572479206,1241809.7307692308,9.585277541715389,0.28290604165234723,6.099968306181428e-05,9.562656585597949e-05,7.743041649805548e-08,310452.4326923077,0.375,26515.574621731867,-0.572209481829443,3.9512437185814275
3.0,2.0,138435000.0,1.0,1.0,65.0,14161.0,76874.0,0.0,0.0,4.0,9.0,3.0,61.0,3,138435000.0,18.74591146657353,2561.0,517.3073333522191,0.23529411764705882,0.0,2269426.229508197,11.419010311663804,0.15555384682982556,0.0,0.0,8.668328033601849e-08,567356.5573770492,0.17647058823529413,3773.073324104437,0.19037791677467553,4.110873864173311
2.0,0.0,79096299.0,1.0,0.0,114.0,5459.0,15275.0,16413.0,0.0,1.0,5.0,3.0,46.0,0,79096299.0,18.186176655411224,890.0,429.2583194372044,0.1,0.0,1719484.7608695652,10.522665212895898,0.14695272962205233,0.000207506548441666,0.0,1.0114253131941696e-07,573161.5869565217,0.3,10002.70029173824,-0.3693568943876322,3.828641396489095
2.0,0.0,132187000.0,0.0,0.0,61.0,92004.0,677705.0,125426.0,196231.0,0.0,3.0,7.0,49.0,0,132187000.0,18.69972815225685,2329.0,509.4046622293994,0.0,0.17980294438076283,2697693.8775510206,13.902941596883517,0.08430161439735671,0.0009488527616180109,0.0014844954496281782,7.56504037791129e-08,899231.2925170067,0.6363636363636364,483.5188033416145,0.14419460245799343,3.8918202981106265
2.0,1.0,101011758.0,0.0,0.0,73.0,8800.0,186971.0,126869.0,47087.0,1.0,6.0,7.0,63.0,4,101011758.0,18.430747493771158,1480.0,465.71902173519044,0.06666666666666667,0.12735578587502164,1603361.238095238,12.820522879140938,0.023801280941665223,0.001255982496611929,0.00046615365312224343,1.2869788754000414e-07,534453.746031746,0.4666666666666667,1263.4866297305873,-0.12478605602769832,4.143134726391533
2.0,1.0,94350762.0,0.0,0.0,12.0,20049.0,47209.0,0.0,10815.0,2.0,4.0,4.0,56.0,5,94350762.0,18.362529916656573,1270.0,455.24844460076883,0.18181818181818182,0.13852242744063326,1684835.0357142857,11.265412373872007,0.2567948356687245,0.0,0.00011462546534600325,8.478998733693335e-08,561611.6785714285,0.36363636363636365,4671.270267525411,-0.19300363314228264,4.02535169073515
3.0,1.0,132185834.0,0.0,0.0,4.0,235876.0,1105695.0,24860.0,21599.0,3.0,6.0,6.0,53.0,6,132185834.0,18.699719331380862,2328.0,509.4031644331395,0.1875,0.015560891651555333,2494072.3396226414,14.143396754093429,0.16993568587445093,0.0001880685641397852,0.00016339874967237413,9.07812853018631e-08,623518.0849056604,0.375,256.35682030265417,0.14418578158200646,3.970291913552122
2.0,1.0,109732202.0,0.0,1.0,50.0,17277.0,137455.0,11263.0,0.0,4.0,8.0,7.0,59.0,5,109732202.0,18.513553437316986,1733.0,478.7528416640589,0.2,0.0,1859867.8305084745,12.019718970662815,0.10408082122460782,0.00010264079089563882,0.0,1.366964262988505e-07,619955.9435028249,0.35,1704.6734487748674,-0.041980112481869725,4.07753744390572
2.0,2.0,35763513.0,1.0,0.0,73.0,21335.0,13915.0,31205.0,19494.0,2.0,2.0,1.0,37.0,2,35763513.0,17.39243876966102,120.0,329.46811471544237,0.3333333333333333,0.2268062827225131,966581.4324324324,11.361521010810995,0.2482257126236184,0.0008725373259612387,0.0005450806804130232,8.388437444933403e-08,322193.8108108108,0.16666666666666666,4962.480552179792,-1.1630947801378362,3.6109179126442243
2.0,0.0,127644000.0,1.0,0.0,76.0,125426.0,580601.0,271082.0,78897.0,2.0,2.0,12.0,24.0,0,127644000.0,18.66475570485609,2229.0,503.5007654122106,0.11764705882352941,0.07471257292802036,5318500.0,13.870005372014253,0.11877383388557083,0.0021237347623076683,0.0006181019084328288,1.0968004677321263e-07,1772833.3333333333,0.7058823529411765,563.8303037522165,0.10922215505723543,3.1780538303479458
1.0,0.0,92900343.0,0.0,1.0,85.0,191186.0,375332.0,366743.0,290826.0,7.0,8.0,4.0,40.0,3,92900343.0,18.34703790668356,1233.0,452.9035996986556,0.35,0.23758585984014222,2322508.575,14.017706634894893,0.1561864833247283,0.003947703400836744,0.0031305158905602748,1.2917067346919618e-07,1161254.2875,0.2,1087.0766946732442,-0.20849564311529534,3.6888794541139363
1.0,1.0,49661713.0,1.0,0.0,78.0,43582.0,20123.0,7855.0,19520.0,1.0,1.0,1.0,34.0,6,49661713.0,17.720744852148634,305.0,367.57042906436294,0.25,0.21431473084397404,1460638.6176470588,11.419504499476208,0.47849716186690966,0.00015817013802967288,0.0003930593372806129,4.027247227109398e-08,730319.3088235294,0.25,3315.0672975369603,-0.8347886976502217,3.5263605246161616
