pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,umur,winsorized_pendapatan,log_pendapatan,ranked_pendapatan,cbrt_pendapatan,rasio_pembelian_diskon,proporsi_kue,pendapatan_kelompok_umur,log_shopping_frequency,proporsi_buah,rasio_belanja_ikan,rasio_belanja_kue,total_pembelian_toko_web_pendapatan,pendapatan_adjusted_umur_pendidikan,rasio_pembelian_toko,income_stability_score,log_pendapatan_vs_mean,log_age
3.0,1.0,102883000.0,0.0,1.0,41.0,16184.0,121380.0,50575.0,36414.0,4.0,4.0,5.0,46.0,102883000.0,18.449102987934836,1473.0,468.5772578309397,0.2857142857142857,0.16216144000997532,2236586.9565217393,12.321871491761815,0.07207175111554459,0.0004915778116890059,0.0003539360244160843,8.747800815024827e-08,559146.7391304348,0.35714285714285715,2249.89994043349,-0.12320459900884728,3.828641396489095
2.0,4.0,109010000.0,0.0,0.0,33.0,20230.0,481474.0,66759.0,73385.0,4.0,9.0,10.0,64.0,109010000.0,18.50695018827801,1668.0,477.70022577967063,0.16666666666666666,0.1143337451643611,1703281.25,13.372108352515442,0.03151831661340907,0.0006124117053481332,0.0006731951197137877,1.7429593455374796e-07,567760.4166666666,0.4166666666666667,506.2887417527879,-0.0653573986656717,4.1588830833596715
2.0,3.0,135268000.0,0.0,1.0,31.0,46529.0,420784.0,20230.0,20230.0,3.0,10.0,14.0,54.0,135268000.0,18.72276856110448,2403.0,513.3320215104873,0.10714285714285714,0.03984055898884149,2504962.962962963,13.137791745681547,0.09163328567433543,0.0001495549575657214,0.0001495549575657214,1.7742555388247366e-07,834987.6543209876,0.5,689.1346865005961,0.15046097416079718,3.9889840465642745
1.0,0.0,35988956.0,1.0,1.0,113.0,11378.0,4212.0,14665.0,14665.0,4.0,3.0,5.0,53.0,35988956.0,17.39872269936298,103.0,330.1589561726032,0.3076923076923077,0.326462011086129,679036.9056603773,10.712660670403343,0.25328910754435563,0.00040748611879711096,0.00040748611879711096,2.2229040980543004e-07,339518.4528301887,0.38461538461538464,7300.6142584206,-1.1735848875807022,3.970291913552122
3.0,0.0,139303604.0,1.0,1.0,33.0,13971.0,230462.0,8909.0,24804.0,4.0,6.0,3.0,55.0,139303604.0,18.752166317812154,2555.0,518.387018652288,0.2857142857142857,0.08917586743700273,2532792.8,12.535905029897908,0.05022883583141289,6.395383711680567e-05,0.0001780571305247781,6.460708608366596e-08,633198.2,0.21428571428571427,1295.9759553020601,0.17985873086847093,4.007333185232471
2.0,0.0,71215000.0,1.0,0.0,18.0,18207.0,40460.0,42483.0,36414.0,2.0,0.0,5.0,25.0,71215000.0,18.08121404239281,616.0,414.4993236228749,0.25,0.26470395812888453,2848600.0,11.831851811661155,0.13235197906444227,0.0005965456715579583,0.0005113248613353928,7.02099266978877e-08,949533.3333333334,0.625,6426.51869887507,-0.49109354455087484,3.2188758248682006
3.0,1.0,71996000.0,1.0,0.0,73.0,2023.0,26299.0,14161.0,10115.0,3.0,4.0,3.0,27.0,71996000.0,18.09212113377117,631.0,416.0090604535501,0.2727272727272727,0.1923040361984068,2666518.5185185187,10.870452387138238,0.038460807239681365,0.0001966914828601589,0.00014049391632868494,9.722762240641671e-08,666629.6296296297,0.2727272727272727,7117.042309213128,-0.4801864531725144,3.295836866004329
2.0,1.0,172000952.0,0.0,0.0,68.0,118247.0,667229.0,155537.0,163278.0,1.0,4.0,9.0,54.0,172000952.0,18.963010575460054,3548.0,556.1308026881131,0.06666666666666667,0.14785763185824038,3185202.814814815,13.914714963600758,0.1070794681116951,0.0009042798786369508,0.0009492854434898709,7.558097657749605e-08,1061734.2716049382,0.6,657.7177371134187,0.3907029885163702,3.9889840465642745
3.0,0.0,100701150.0,0.0,0.0,49.0,112411.0,971103.0,274786.0,82199.0,0.0,4.0,4.0,41.0,100701150.0,18.427667787613537,1399.0,465.241174464295,0.0,0.0570628254078445,2456125.6097560977,14.18050083350672,0.07803609857688303,0.0027287275269448266,0.0008162667457124373,7.944298471821836e-08,614031.4024390244,0.4444444444444444,242.0662384061002,-0.1446397993301467,3.713572066704308
2.0,2.0,83387726.0,1.0,0.0,59.0,30140.0,197012.0,9001.0,33481.0,5.0,7.0,4.0,37.0,83387726.0,18.239011698226754,999.0,436.8852444413566,0.29411764705882354,0.12417156526415339,2253722.3243243243,12.504824471552604,0.11178074063085282,0.00010794154525811149,0.0004015099296507978,1.3191389663373363e-07,751240.7747747748,0.23529411764705882,957.5935251225294,-0.33329588871692906,3.6109179126442243
2.0,2.0,126255000.0,0.0,1.0,29.0,114164.0,242760.0,70805.0,62713.0,1.0,4.0,12.0,45.0,126255000.0,18.6538142372164,2163.0,501.6677642729499,0.05555555555555555,0.12787010926855924,2805666.6666666665,13.103064343283817,0.232777305415716,0.0005608094728921627,0.0004967169617044869,1.2672765334657913e-07,935222.2222222222,0.6666666666666666,1517.0298230153842,0.08150665027271842,3.8066624897703196
2.0,1.0,102045060.0,0.0,1.0,49.0,14431.0,73505.0,45588.0,23602.0,1.0,6.0,3.0,45.0,102045060.0,18.440925048204722,1448.0,467.3016650374135,0.09090909090909091,0.15020970297911881,2267668.0,11.964809674530711,0.09184290414760035,0.0004467438208179798,0.00023128998111226551,8.81963312266529e-08,755889.3333333334,0.2727272727272727,3880.50621744257,-0.13138253873896133,3.8066624897703196
3.0,2.0,121065162.0,0.0,1.0,67.0,84892.0,348883.0,87127.0,112535.0,4.0,2.0,10.0,55.0,121065162.0,18.611839495791987,2019.0,494.69751543006845,0.23529411764705882,0.17765748186878588,2201184.7636363637,13.358917404972003,0.13401785178659947,0.000719670287972687,0.000929540737739235,9.912017381911921e-08,550296.1909090909,0.5882352941176471,948.5329826056868,0.03953190884830349,4.007333185232471
2.0,2.0,72900882.0,1.0,0.0,58.0,15144.0,79177.0,25989.0,2669.0,3.0,3.0,3.0,56.0,72900882.0,18.104611309388385,650.0,417.7446797431917,0.3,0.0217027158887624,1301801.4642857143,11.719777019507461,0.123141974304765,0.0003564977444305818,3.661135402998279e-05,8.230352984887714e-08,433933.8214285714,0.3,2165.436482120444,-0.46769627755529797,4.02535169073515
2.0,2.0,76448546.0,0.0,0.0,29.0,68033.0,96122.0,105630.0,50129.0,1.0,0.0,3.0,30.0,76448546.0,18.15212848427253,715.0,424.41404093648373,0.2,0.15669474704218309,2548284.8666666667,12.67581061449134,0.212659612709626,0.0013817136561367694,0.0006557220852833486,3.9242080035870403e-08,849428.2888888889,0.6,2996.674644844356,-0.42017910267115255,3.4011973816621555
2.0,1.0,48393210.0,1.0,0.0,94.0,79980.0,160483.0,25307.0,25320.0,4.0,4.0,4.0,26.0,48393210.0,17.69487009325326,249.0,364.4137960117306,0.3076923076923077,0.08698310837504424,1861277.3076923077,12.581391212045187,0.27475943948799514,0.0005229452644286254,0.0005232138971562333,1.653124443426579e-07,620425.7692307692,0.3076923076923077,757.3103303124096,-0.8774374936904223,3.258096538021482
2.0,0.0,119263677.0,0.0,0.0,53.0,42325.0,215440.0,24605.0,11534.0,3.0,6.0,9.0,36.0,119263677.0,18.596847381364803,1970.0,492.23149509879283,0.15789473684210525,0.03924397339276297,3312879.9166666665,12.591011864851613,0.14400911859274254,0.00020630757510520155,9.671008214848181e-05,1.257717374773567e-07,1104293.3055555555,0.47368421052631576,1249.0815233766828,0.024539794421119865,3.58351893845611
3.0,3.0,89905000.0,0.0,1.0,23.0,103173.0,380324.0,76874.0,40460.0,7.0,5.0,2.0,47.0,89905000.0,18.314264126370727,1161.0,447.982740087594,0.4666666666666667,0.06733995526203665,1912872.3404255318,13.306070640330587,0.17171688591819345,0.0008550581169011734,0.0004500305878427229,7.785996242856391e-08,478218.08510638296,0.13333333333333333,577.974630031032,-0.25804346057295646,3.8501476017100584
3.0,2.0,78171606.0,1.0,0.0,29.0,3955.0,26299.0,0.0,0.0,4.0,1.0,1.0,55.0,78171606.0,18.174417057743938,802.0,427.5789779189469,0.5714285714285714,0.0,1421301.9272727272,10.317416739056421,0.13072219467856552,0.0,0.0,2.5584736923727306e-08,355325.4818181818,0.14285714285714285,6189.499011178119,-0.39789052919974566,4.007333185232471
3.0,1.0,167811083.0,0.0,0.0,86.0,75528.0,1374995.0,102051.0,75982.0,2.0,4.0,3.0,48.0,167811083.0,18.93834940464303,3428.0,551.577929257249,0.2,0.04665602739111987,3496064.2291666665,14.30320490462104,0.04637725299145194,0.0006081302746851351,0.00045278296666496096,4.1713573580157554e-08,874016.0572916666,0.3,260.0281285956138,0.3660418176993474,3.871201010907891
2.0,2.0,77974535.0,0.0,0.0,8.0,5582.0,24438.0,22328.0,33492.0,1.0,3.0,0.0,34.0,77974535.0,18.171892869815235,777.0,427.21936599202746,0.2,0.39016320872310434,2293368.6764705884,11.360252026817339,0.06502720145385073,0.0002863498961551999,0.00042952484423279985,3.8474098775015475e-08,764456.225490196,0.0,6697.995762329495,-0.40041471712844867,3.5263605246161616
2.0,2.0,107987000.0,1.0,0.0,14.0,14161.0,45804.0,0.0,0.0,0.0,0.0,2.0,31.0,107987000.0,18.497521416733402,1626.0,476.2012072184902,0.0,0.0,3483451.6129032257,11.001533013921335,0.23615048527498916,0.0,0.0,1.852074769628985e-08,1161150.5376344086,0.6666666666666666,4999.327374876669,-0.074786170210281,3.4339872044851463
3.0,1.0,98617000.0,1.0,1.0,87.0,0.0,97104.0,4046.0,4046.0,6.0,5.0,2.0,56.0,98617000.0,18.406754228644658,1344.0,462.00917006092226,0.42857142857142855,0.03846117284713443,1761017.857142857,11.56359006176886,0.0,4.102740906740217e-05,4.102740906740217e-05,7.09816758674298e-08,440254.46428571426,0.14285714285714285,2087.4481114831387,-0.16555335829902518,4.02535169073515
3.0,2.0,103161000.0,1.0,1.0,42.0,2023.0,22253.0,2023.0,0.0,3.0,1.0,3.0,38.0,103161000.0,18.45180144230374,1478.0,468.9989255646467,0.375,0.0,2714763.1578947366,10.177324218165856,0.07692015209125476,1.96101239809618e-05,0.0,3.877434264136309e-08,678690.7894736842,0.375,9828.056525284368,-0.12050614463994336,3.6375861597263857
2.0,1.0,120565009.0,0.0,1.0,36.0,48213.0,225344.0,140256.0,101776.0,0.0,10.0,9.0,44.0,120565009.0,18.60769966749075,2007.0,494.0153319614375,0.0,0.19739715665548208,2740113.840909091,13.153067154979334,0.09351034736903353,0.0011633226021656084,0.0008441586895249184,1.57591327699471e-07,913371.2803030303,0.45,1617.0503319404297,0.035392080547065774,3.784189633918261
2.0,2.0,155651060.0,0.0,0.0,10.0,148985.0,790473.0,240425.0,155054.0,0.0,7.0,7.0,56.0,155651060.0,18.86312727140431,3044.0,537.9195901623024,0.0,0.116150712617365,2779483.214285714,14.104395406790461,0.11160443406360446,0.0015446409423745652,0.0009961641122135628,8.994477718336915e-08,926494.4047619047,0.4666666666666667,506.44221870970114,0.2908196844606259,4.02535169073515
1.0,2.0,108997289.0,1.0,0.0,22.0,257529.0,458523.0,373624.0,133159.0,2.0,1.0,15.0,25.0,108997289.0,18.506833577499023,1667.0,477.68165780855645,0.10526315789473684,0.10889358834708825,4359891.56,14.016683309193516,0.21059978607106758,0.003427828374703888,0.0012216725867374555,1.4679264044087702e-07,2179945.78,0.7894736842105263,770.3406740953975,-0.0654740094446602,3.2188758248682006
2.0,2.0,91949000.0,0.0,1.0,26.0,0.0,212415.0,107219.0,24276.0,3.0,2.0,4.0,38.0,91949000.0,18.336744644355257,1184.0,451.3523106542016,0.3,0.07058803004265639,2419710.5263157897,12.74813818195127,0.0,0.001166070321591317,0.0002640159218697321,6.525356376628823e-08,806570.1754385965,0.4,957.9853227610423,-0.2355629425884267,3.6375861597263857
3.0,3.0,135831276.0,0.0,1.0,84.0,97795.0,435519.0,23095.0,47009.0,2.0,12.0,3.0,70.0,135831276.0,18.726924063212184,2416.0,514.0435649711391,0.1111111111111111,0.07790440804813901,1940446.8,13.310367093444698,0.1620681483347392,0.0001700271151100723,0.0003460837693963797,1.1043111963086381e-07,485111.7,0.16666666666666666,706.2908880379423,0.15461647626850095,4.248495242049359
2.0,2.0,152633860.0,0.0,1.0,31.0,85486.0,385043.0,248975.0,18320.0,0.0,9.0,10.0,43.0,152633860.0,18.843552546039938,2964.0,534.4211400033029,0.0,0.02482973604852099,3549624.6511627906,13.511461948092196,0.11586216243689222,0.0016311911393710413,0.00012002579244212261,1.2448089745957484e-07,1183208.2170542635,0.5,924.3744984154748,0.27124495909625423,3.7612001156935624
3.0,2.0,77086011.0,0.0,0.0,33.0,47008.0,71917.0,69012.0,32751.0,3.0,0.0,2.0,45.0,77086011.0,18.160432395355194,734.0,425.5904337970566,0.5,0.14840340932262142,1713022.4666666666,12.30450974958902,0.21300563236047107,0.0008952597119080399,0.00042486307924274354,2.5945044348642658e-08,428255.61666666664,0.3333333333333333,4137.390042978114,-0.4118751915884893,3.8066624897703196
2.0,0.0,152573799.0,0.0,0.0,11.0,129811.0,517806.0,161143.0,45287.0,1.0,9.0,5.0,53.0,152573799.0,18.84315897137947,2961.0,534.3510330620885,0.0625,0.05302629360410656,2878750.9245283017,13.657742677280197,0.15199496983776087,0.0010561643024960007,0.00029682029481352824,9.175887341076909e-08,959583.641509434,0.3125,731.1317920891377,0.2708513844357867,3.970291913552122
1.0,1.0,65653945.0,0.0,0.0,52.0,184833.0,187457.0,192624.0,31606.0,2.0,2.0,5.0,50.0,65653945.0,17.999908263532795,520.0,403.4164552557253,0.2,0.05298388489256874,1313078.9,13.29886972526504,0.3098516229939935,0.0029339287989472683,0.000481402907319583,1.066196386733556e-07,656539.45,0.5,837.2395307490638,-0.5723993234108882,3.912023005428146
2.0,0.0,43469187.0,0.0,0.0,28.0,10732.0,12848.0,10995.0,13203.0,0.0,1.0,3.0,35.0,43469187.0,17.587562923241396,181.0,351.60942333485013,0.0,0.27633479143556794,1241976.7714285713,10.774341491401676,0.2246175097846334,0.0002529377878633893,0.00030373238864577797,9.201920219903808e-08,413992.2571428571,0.6,34439.35013974967,-0.984744663702287,3.5553480614894135
3.0,0.0,203021239.0,0.0,0.0,22.0,85050.0,1525740.0,232899.0,250137.0,0.0,5.0,11.0,47.0,193975460.0,19.12882116207454,3801.0,587.7335618200966,0.0,0.11946402448721886,4127137.4468085105,14.554504049998691,0.04061940169842112,0.001147165691368872,0.001232073064040359,7.880948811070211e-08,1079900.2074468085,0.6470588235294118,301.98660211200985,0.5565135751308574,3.8501476017100584
3.0,2.0,146465000.0,0.0,1.0,59.0,89012.0,459221.0,137564.0,20230.0,0.0,8.0,12.0,52.0,146465000.0,18.80229705685611,2725.0,527.1221735331708,0.0,0.02865325454514552,2816634.6153846155,13.467410175745597,0.12607431999864027,0.0009392278018639265,0.0001381217355682245,1.365513935988025e-07,704158.6538461539,0.5714285714285714,752.9270927493761,0.2299894699124252,3.9512437185814275
3.0,1.0,64533666.0,0.0,0.0,34.0,4875.0,168268.0,11237.0,11933.0,1.0,5.0,4.0,48.0,64533666.0,17.98269761457982,487.0,401.1087281320414,0.09090909090909091,0.06078527257353016,1344451.375,12.187470697130513,0.02483266603502552,0.00017412616850249915,0.00018491123687285952,1.3946208883496425e-07,336112.84375,0.36363636363636365,811.4964432604411,-0.5896099723638635,3.871201010907891
2.0,2.0,113891637.0,0.0,1.0,37.0,51210.0,263881.0,2417.0,36768.0,4.0,3.0,8.0,59.0,113891637.0,18.55075801044582,1796.0,484.72707498522266,0.25,0.10378319789317399,1930366.7288135593,12.777834372009153,0.14454791025101826,2.1221926944469155e-05,0.0003228331857237244,9.65830344805472e-08,643455.5762711865,0.5,959.8645829764587,-0.02154957649786482,4.07753744390572
2.0,2.0,89612923.0,0.0,0.0,32.0,19927.0,212136.0,48157.0,14945.0,6.0,5.0,8.0,39.0,89612923.0,18.311010108614845,1153.0,447.4970889191942,0.3,0.05063252542637025,2297767.2564102565,12.59529318892341,0.0675111632098548,0.0005373890102881702,0.0001667728213708641,1.4506836089847934e-07,765922.4188034188,0.4,959.6272620316324,-0.26129747832883865,3.6635616461296463
3.0,1.0,155826000.0,1.0,1.0,69.0,38437.0,218484.0,34391.0,24276.0,2.0,6.0,10.0,61.0,155826000.0,18.86425056451149,3051.0,538.1210416653721,0.10526315789473684,0.07692283317859622,2554524.5901639345,12.662196013100552,0.12179448586611066,0.00022070129503420482,0.0001557891494359093,1.0267862806798206e-07,638631.1475409836,0.5263157894736842,1671.0674515883081,0.29194297756780685,4.110873864173311
3.0,0.0,140255414.0,0.0,0.0,33.0,38223.0,1016479.0,69137.0,75059.0,3.0,2.0,4.0,46.0,140255414.0,18.758975711247416,2597.0,519.564988752532,0.3,0.06260660822971743,3049030.7391304346,13.996914193597474,0.03188175150700768,0.0004929364081446439,0.0005351593771631518,4.2779096978180845e-08,762257.6847826086,0.4,293.3537354701724,0.1866681243037327,3.828641396489095
3.0,2.0,123943779.0,1.0,1.0,4.0,97.0,97298.0,18461.0,18768.0,8.0,4.0,9.0,64.0,123943779.0,18.63533863366153,2086.0,498.5877200196361,0.36363636363636365,0.13940947075208915,1936621.546875,11.81024841445869,0.0007205199628597958,0.00014894656390943188,0.0001514234933888856,1.048862637560352e-07,484155.38671875,0.4090909090909091,2861.262710885585,0.0630310467178461,4.1588830833596715
